Entity,Code,Day,total_vaccinations
Uganda,UGA,2021-06-01,677084
Uganda,UGA,2021-06-02,706626
Uganda,UGA,2021-06-05,748676
Uganda,UGA,2021-06-08,757664
Uganda,UGA,2021-06-10,777805
Uganda,UGA,2021-06-12,786160
Uganda,UGA,2021-06-13,803797
Uganda,UGA,2021-06-14,806129
Uganda,UGA,2021-06-15,812118
Uganda,UGA,2021-06-16,821659
Uganda,UGA,2021-06-17,821659
Uganda,UGA,2021-06-19,831146
Uganda,UGA,2021-06-20,834271
Uganda,UGA,2021-06-22,841629
Uganda,UGA,2021-06-23,843039
Uganda,UGA,2021-06-26,854232
Uganda,UGA,2021-06-27,854443
Uganda,UGA,2021-06-28,856025
Uganda,UGA,2021-06-29,861645
Uganda,UGA,2021-07-01,990902
Uganda,UGA,2021-07-03,1027036
Uganda,UGA,2021-07-04,1058094
Uganda,UGA,2021-07-10,1076923
Uganda,UGA,2021-07-12,1079943
Uganda,UGA,2021-07-13,1085382
Uganda,UGA,2021-07-18,1087152
Uganda,UGA,2021-07-19,1101431
Uganda,UGA,2021-07-21,1106762
Uganda,UGA,2021-07-22,1110867
Uganda,UGA,2021-07-28,1135036
Uganda,UGA,2021-07-30,1143763
Uganda,UGA,2021-08-03,1150676
Uganda,UGA,2021-08-05,1152874
Uganda,UGA,2021-08-20,1163451
Uganda,UGA,2021-08-21,1297726
Uganda,UGA,2021-09-01,1436264
Uganda,UGA,2021-09-22,2058553
Uganda,UGA,2021-10-07,2615807
Uganda,UGA,2021-10-14,2793657
Uganda,UGA,2021-10-21,2990507
Uganda,UGA,2021-10-28,3269568
Uganda,UGA,2021-11-04,3604659
Uganda,UGA,2021-11-10,3898698
Uganda,UGA,2021-11-15,4751422
Ukraine,UKR,2021-02-24,159
Ukraine,UKR,2021-02-25,1338
Ukraine,UKR,2021-02-26,3051
Ukraine,UKR,2021-02-27,3141
Ukraine,UKR,2021-02-28,3141
Ukraine,UKR,2021-03-01,4905
Ukraine,UKR,2021-03-02,6888
Ukraine,UKR,2021-03-03,9568
Ukraine,UKR,2021-03-04,12481
Ukraine,UKR,2021-03-05,15758
Ukraine,UKR,2021-03-06,17037
Ukraine,UKR,2021-03-07,17947
Ukraine,UKR,2021-03-08,19118
Ukraine,UKR,2021-03-09,23480
Ukraine,UKR,2021-03-10,29378
Ukraine,UKR,2021-03-11,38237
Ukraine,UKR,2021-03-12,47541
Ukraine,UKR,2021-03-13,51137
Ukraine,UKR,2021-03-14,53155
Ukraine,UKR,2021-03-15,62083
Ukraine,UKR,2021-03-16,71923
Ukraine,UKR,2021-03-17,81755
Ukraine,UKR,2021-03-18,92714
Ukraine,UKR,2021-03-19,104342
Ukraine,UKR,2021-03-20,108310
Ukraine,UKR,2021-03-21,111025
Ukraine,UKR,2021-03-22,121929
Ukraine,UKR,2021-03-23,137026
Ukraine,UKR,2021-03-24,155587
Ukraine,UKR,2021-03-25,174325
Ukraine,UKR,2021-03-26,192264
Ukraine,UKR,2021-03-27,196880
Ukraine,UKR,2021-03-28,198465
Ukraine,UKR,2021-03-29,212898
Ukraine,UKR,2021-03-30,231566
Ukraine,UKR,2021-03-31,248736
Ukraine,UKR,2021-04-01,267833
Ukraine,UKR,2021-04-02,286647
Ukraine,UKR,2021-04-03,290566
Ukraine,UKR,2021-04-04,291824
Ukraine,UKR,2021-04-05,304680
Ukraine,UKR,2021-04-06,320265
Ukraine,UKR,2021-04-07,334578
Ukraine,UKR,2021-04-08,353147
Ukraine,UKR,2021-04-09,373005
Ukraine,UKR,2021-04-10,377053
Ukraine,UKR,2021-04-11,378269
Ukraine,UKR,2021-04-12,388404
Ukraine,UKR,2021-04-13,403556
Ukraine,UKR,2021-04-14,419300
Ukraine,UKR,2021-04-15,432820
Ukraine,UKR,2021-04-16,445864
Ukraine,UKR,2021-04-17,449197
Ukraine,UKR,2021-04-18,450650
Ukraine,UKR,2021-04-19,462794
Ukraine,UKR,2021-04-20,477836
Ukraine,UKR,2021-04-21,491880
Ukraine,UKR,2021-04-22,508049
Ukraine,UKR,2021-04-23,522388
Ukraine,UKR,2021-04-24,526919
Ukraine,UKR,2021-04-25,528033
Ukraine,UKR,2021-04-26,539133
Ukraine,UKR,2021-04-27,558723
Ukraine,UKR,2021-04-28,629192
Ukraine,UKR,2021-04-29,702568
Ukraine,UKR,2021-04-30,752553
Ukraine,UKR,2021-05-01,755214
Ukraine,UKR,2021-05-02,755391
Ukraine,UKR,2021-05-03,756310
Ukraine,UKR,2021-05-04,759735
Ukraine,UKR,2021-05-05,784229
Ukraine,UKR,2021-05-06,822196
Ukraine,UKR,2021-05-07,858242
Ukraine,UKR,2021-05-08,863085
Ukraine,UKR,2021-05-09,864089
Ukraine,UKR,2021-05-10,866283
Ukraine,UKR,2021-05-11,884547
Ukraine,UKR,2021-05-12,904933
Ukraine,UKR,2021-05-13,926520
Ukraine,UKR,2021-05-14,950158
Ukraine,UKR,2021-05-15,956322
Ukraine,UKR,2021-05-16,958552
Ukraine,UKR,2021-05-17,975784
Ukraine,UKR,2021-05-18,994872
Ukraine,UKR,2021-05-19,1012815
Ukraine,UKR,2021-05-20,1031728
Ukraine,UKR,2021-05-21,1049311
Ukraine,UKR,2021-05-22,1052814
Ukraine,UKR,2021-05-23,1054139
Ukraine,UKR,2021-05-24,1068195
Ukraine,UKR,2021-05-25,1084582
Ukraine,UKR,2021-05-26,1099713
Ukraine,UKR,2021-05-27,1116006
Ukraine,UKR,2021-05-28,1132821
Ukraine,UKR,2021-05-29,1141413
Ukraine,UKR,2021-05-30,1147581
Ukraine,UKR,2021-05-31,1161518
Ukraine,UKR,2021-06-01,1180402
Ukraine,UKR,2021-06-02,1214883
Ukraine,UKR,2021-06-03,1265723
Ukraine,UKR,2021-06-04,1323163
Ukraine,UKR,2021-06-05,1363264
Ukraine,UKR,2021-06-06,1388124
Ukraine,UKR,2021-06-07,1436285
Ukraine,UKR,2021-06-08,1489446
Ukraine,UKR,2021-06-09,1545019
Ukraine,UKR,2021-06-10,1599348
Ukraine,UKR,2021-06-11,1661410
Ukraine,UKR,2021-06-12,1696280
Ukraine,UKR,2021-06-13,1718499
Ukraine,UKR,2021-06-14,1768556
Ukraine,UKR,2021-06-15,1831147
Ukraine,UKR,2021-06-16,1907685
Ukraine,UKR,2021-06-17,1989398
Ukraine,UKR,2021-06-18,2056499
Ukraine,UKR,2021-06-19,2082102
Ukraine,UKR,2021-06-20,2086492
Ukraine,UKR,2021-06-21,2095458
Ukraine,UKR,2021-06-22,2149244
Ukraine,UKR,2021-06-23,2229169
Ukraine,UKR,2021-06-24,2325345
Ukraine,UKR,2021-06-25,2422475
Ukraine,UKR,2021-06-26,2466135
Ukraine,UKR,2021-06-27,2484766
Ukraine,UKR,2021-06-28,2501831
Ukraine,UKR,2021-06-29,2583468
Ukraine,UKR,2021-06-30,2676654
Ukraine,UKR,2021-07-01,2767613
Ukraine,UKR,2021-07-02,2862160
Ukraine,UKR,2021-07-03,2901017
Ukraine,UKR,2021-07-04,2925380
Ukraine,UKR,2021-07-05,2998614
Ukraine,UKR,2021-07-06,3092168
Ukraine,UKR,2021-07-07,3196848
Ukraine,UKR,2021-07-08,3306008
Ukraine,UKR,2021-07-09,3420668
Ukraine,UKR,2021-07-10,3462976
Ukraine,UKR,2021-07-11,3489332
Ukraine,UKR,2021-07-12,3572509
Ukraine,UKR,2021-07-13,3673755
Ukraine,UKR,2021-07-14,3782514
Ukraine,UKR,2021-07-15,3899890
Ukraine,UKR,2021-07-16,4011040
Ukraine,UKR,2021-07-17,4061475
Ukraine,UKR,2021-07-18,4098648
Ukraine,UKR,2021-07-19,4179663
Ukraine,UKR,2021-07-20,4279666
Ukraine,UKR,2021-07-21,4399756
Ukraine,UKR,2021-07-22,4539197
Ukraine,UKR,2021-07-23,4691872
Ukraine,UKR,2021-07-24,4763443
Ukraine,UKR,2021-07-25,4812500
Ukraine,UKR,2021-07-26,4938596
Ukraine,UKR,2021-07-27,5081924
Ukraine,UKR,2021-07-28,5225871
Ukraine,UKR,2021-07-29,5376124
Ukraine,UKR,2021-07-30,5526204
Ukraine,UKR,2021-07-31,5594703
Ukraine,UKR,2021-08-01,5632783
Ukraine,UKR,2021-08-02,5757944
Ukraine,UKR,2021-08-03,5911202
Ukraine,UKR,2021-08-04,6070323
Ukraine,UKR,2021-08-05,6237706
Ukraine,UKR,2021-08-06,6408308
Ukraine,UKR,2021-08-07,6487273
Ukraine,UKR,2021-08-08,6538718
Ukraine,UKR,2021-08-09,6678726
Ukraine,UKR,2021-08-10,6846399
Ukraine,UKR,2021-08-11,7008448
Ukraine,UKR,2021-08-12,7171758
Ukraine,UKR,2021-08-13,7333550
Ukraine,UKR,2021-08-14,7409698
Ukraine,UKR,2021-08-15,7460766
Ukraine,UKR,2021-08-16,7584403
Ukraine,UKR,2021-08-17,7702997
Ukraine,UKR,2021-08-18,7823001
Ukraine,UKR,2021-08-19,7952028
Ukraine,UKR,2021-08-20,8099146
Ukraine,UKR,2021-08-21,8165319
Ukraine,UKR,2021-08-22,8208034
Ukraine,UKR,2021-08-23,8279461
Ukraine,UKR,2021-08-24,8300200
Ukraine,UKR,2021-08-25,8462610
Ukraine,UKR,2021-08-26,8636045
Ukraine,UKR,2021-08-27,8802596
Ukraine,UKR,2021-08-28,8890163
Ukraine,UKR,2021-08-29,8931640
Ukraine,UKR,2021-08-30,9082122
Ukraine,UKR,2021-08-31,9239171
Ukraine,UKR,2021-09-01,9358193
Ukraine,UKR,2021-09-02,9510965
Ukraine,UKR,2021-09-03,9678454
Ukraine,UKR,2021-09-04,9747714
Ukraine,UKR,2021-09-05,9789501
Ukraine,UKR,2021-09-06,9923423
Ukraine,UKR,2021-09-07,10073041
Ukraine,UKR,2021-09-08,10234210
Ukraine,UKR,2021-09-09,10407825
Ukraine,UKR,2021-09-10,10591352
Ukraine,UKR,2021-09-11,10665796
Ukraine,UKR,2021-09-12,10710944
Ukraine,UKR,2021-09-13,10846167
Ukraine,UKR,2021-09-14,10987963
Ukraine,UKR,2021-09-15,11106749
Ukraine,UKR,2021-09-16,11229655
Ukraine,UKR,2021-09-17,11362214
Ukraine,UKR,2021-09-18,11420819
Ukraine,UKR,2021-09-19,11456848
Ukraine,UKR,2021-09-20,11565584
Ukraine,UKR,2021-09-21,11681589
Ukraine,UKR,2021-09-22,11826357
Ukraine,UKR,2021-09-23,11979985
Ukraine,UKR,2021-09-24,12138989
Ukraine,UKR,2021-09-25,12203210
Ukraine,UKR,2021-09-26,12240363
Ukraine,UKR,2021-09-27,12359741
Ukraine,UKR,2021-09-28,12491987
Ukraine,UKR,2021-09-29,12617990
Ukraine,UKR,2021-09-30,12747523
Ukraine,UKR,2021-10-01,12875593
Ukraine,UKR,2021-10-02,12928583
Ukraine,UKR,2021-10-03,12962507
Ukraine,UKR,2021-10-04,13062838
Ukraine,UKR,2021-10-05,13180072
Ukraine,UKR,2021-10-06,13302370
Ukraine,UKR,2021-10-07,13430055
Ukraine,UKR,2021-10-08,13578790
Ukraine,UKR,2021-10-09,13644843
Ukraine,UKR,2021-10-10,13683903
Ukraine,UKR,2021-10-11,13807133
Ukraine,UKR,2021-10-12,13959836
Ukraine,UKR,2021-10-13,14124223
Ukraine,UKR,2021-10-14,14159120
Ukraine,UKR,2021-10-15,14307558
Ukraine,UKR,2021-10-16,14390358
Ukraine,UKR,2021-10-17,14446255
Ukraine,UKR,2021-10-18,14639324
Ukraine,UKR,2021-10-19,14865911
Ukraine,UKR,2021-10-20,15117165
Ukraine,UKR,2021-10-21,15386831
Ukraine,UKR,2021-10-22,15676299
Ukraine,UKR,2021-10-23,15854029
Ukraine,UKR,2021-10-24,15955360
Ukraine,UKR,2021-10-25,16210280
Ukraine,UKR,2021-10-26,16501573
Ukraine,UKR,2021-10-27,16793558
Ukraine,UKR,2021-10-28,17082799
Ukraine,UKR,2021-10-29,17400008
Ukraine,UKR,2021-10-30,17577773
Ukraine,UKR,2021-10-31,17695591
Ukraine,UKR,2021-11-01,17968898
Ukraine,UKR,2021-11-02,18279337
Ukraine,UKR,2021-11-03,18578609
Ukraine,UKR,2021-11-04,18848929
Ukraine,UKR,2021-11-05,19127846
Ukraine,UKR,2021-11-06,19259252
Ukraine,UKR,2021-11-07,19344335
Ukraine,UKR,2021-11-08,19584775
Ukraine,UKR,2021-11-09,19852176
Ukraine,UKR,2021-11-10,20129273
Ukraine,UKR,2021-11-11,20408409
Ukraine,UKR,2021-11-12,20708263
Ukraine,UKR,2021-11-13,20853504
Ukraine,UKR,2021-11-14,20950877
Ukraine,UKR,2021-11-15,21218965
Ukraine,UKR,2021-11-16,21513820
Ukraine,UKR,2021-11-17,21811652
Ukraine,UKR,2021-11-18,22105972
Ukraine,UKR,2021-11-19,22417288
Ukraine,UKR,2021-11-20,22569609
Ukraine,UKR,2021-11-21,22669435
Ukraine,UKR,2021-11-22,22939693
Ukraine,UKR,2021-11-23,23225814
Ukraine,UKR,2021-11-24,23501133
United Arab Emirates,ARE,2021-01-05,826301
United Arab Emirates,ARE,2021-01-06,826301
United Arab Emirates,ARE,2021-01-07,887697
United Arab Emirates,ARE,2021-01-08,941556
United Arab Emirates,ARE,2021-01-09,1020349
United Arab Emirates,ARE,2021-01-10,1086568
United Arab Emirates,ARE,2021-01-11,1167251
United Arab Emirates,ARE,2021-01-12,1275652
United Arab Emirates,ARE,2021-01-13,1394580
United Arab Emirates,ARE,2021-01-14,1527833
United Arab Emirates,ARE,2021-01-15,1665987
United Arab Emirates,ARE,2021-01-16,1797926
United Arab Emirates,ARE,2021-01-17,1882778
United Arab Emirates,ARE,2021-01-18,1971521
United Arab Emirates,ARE,2021-01-19,2065367
United Arab Emirates,ARE,2021-01-20,2161150
United Arab Emirates,ARE,2021-01-21,2246069
United Arab Emirates,ARE,2021-01-22,2339073
United Arab Emirates,ARE,2021-01-23,2426793
United Arab Emirates,ARE,2021-01-24,2487784
United Arab Emirates,ARE,2021-01-25,2571086
United Arab Emirates,ARE,2021-01-26,2677675
United Arab Emirates,ARE,2021-01-27,2764445
United Arab Emirates,ARE,2021-01-28,2868645
United Arab Emirates,ARE,2021-01-29,3006601
United Arab Emirates,ARE,2021-01-30,3114162
United Arab Emirates,ARE,2021-01-31,3334162
United Arab Emirates,ARE,2021-02-01,3440777
United Arab Emirates,ARE,2021-02-02,3564517
United Arab Emirates,ARE,2021-02-03,3691591
United Arab Emirates,ARE,2021-02-04,3849374
United Arab Emirates,ARE,2021-02-05,4008160
United Arab Emirates,ARE,2021-02-06,4201347
United Arab Emirates,ARE,2021-02-07,4313868
United Arab Emirates,ARE,2021-02-08,4413649
United Arab Emirates,ARE,2021-02-09,4527144
United Arab Emirates,ARE,2021-02-10,4684658
United Arab Emirates,ARE,2021-02-11,4792208
United Arab Emirates,ARE,2021-02-12,4901795
United Arab Emirates,ARE,2021-02-13,5005264
United Arab Emirates,ARE,2021-02-14,5055231
United Arab Emirates,ARE,2021-02-15,5086835
United Arab Emirates,ARE,2021-02-16,5198725
United Arab Emirates,ARE,2021-02-17,5284406
United Arab Emirates,ARE,2021-02-18,5373730
United Arab Emirates,ARE,2021-02-19,5466831
United Arab Emirates,ARE,2021-02-20,5553391
United Arab Emirates,ARE,2021-02-21,5554342
United Arab Emirates,ARE,2021-02-22,5557793
United Arab Emirates,ARE,2021-02-23,5668264
United Arab Emirates,ARE,2021-02-24,5761463
United Arab Emirates,ARE,2021-02-25,5846036
United Arab Emirates,ARE,2021-02-26,5933299
United Arab Emirates,ARE,2021-02-27,6015089
United Arab Emirates,ARE,2021-02-28,6020461
United Arab Emirates,ARE,2021-03-01,6028417
United Arab Emirates,ARE,2021-03-02,6094956
United Arab Emirates,ARE,2021-03-03,6168330
United Arab Emirates,ARE,2021-03-04,6204004
United Arab Emirates,ARE,2021-03-05,6235316
United Arab Emirates,ARE,2021-03-06,6265860
United Arab Emirates,ARE,2021-03-07,6273009
United Arab Emirates,ARE,2021-03-08,6287751
United Arab Emirates,ARE,2021-03-09,6325211
United Arab Emirates,ARE,2021-03-10,6367861
United Arab Emirates,ARE,2021-03-11,6407350
United Arab Emirates,ARE,2021-03-12,6462887
United Arab Emirates,ARE,2021-03-13,6516723
United Arab Emirates,ARE,2021-03-14,6540912
United Arab Emirates,ARE,2021-03-15,6578881
United Arab Emirates,ARE,2021-03-16,6668627
United Arab Emirates,ARE,2021-03-17,6830369
United Arab Emirates,ARE,2021-03-18,6980466
United Arab Emirates,ARE,2021-03-19,7124146
United Arab Emirates,ARE,2021-03-20,7181056
United Arab Emirates,ARE,2021-03-21,7298768
United Arab Emirates,ARE,2021-03-22,7374725
United Arab Emirates,ARE,2021-03-23,7477881
United Arab Emirates,ARE,2021-03-24,7603328
United Arab Emirates,ARE,2021-03-25,7730375
United Arab Emirates,ARE,2021-03-26,7799517
United Arab Emirates,ARE,2021-03-27,7959682
United Arab Emirates,ARE,2021-03-28,8081751
United Arab Emirates,ARE,2021-03-29,8133841
United Arab Emirates,ARE,2021-03-30,8220783
United Arab Emirates,ARE,2021-03-31,8308469
United Arab Emirates,ARE,2021-04-01,8391302
United Arab Emirates,ARE,2021-04-02,8491382
United Arab Emirates,ARE,2021-04-03,8559291
United Arab Emirates,ARE,2021-04-04,8578979
United Arab Emirates,ARE,2021-04-05,8596722
United Arab Emirates,ARE,2021-04-06,8659503
United Arab Emirates,ARE,2021-04-07,8707073
United Arab Emirates,ARE,2021-04-08,8889571
United Arab Emirates,ARE,2021-04-09,8923543
United Arab Emirates,ARE,2021-04-10,8975014
United Arab Emirates,ARE,2021-04-11,9005444
United Arab Emirates,ARE,2021-04-12,9037923
United Arab Emirates,ARE,2021-04-13,9156728
United Arab Emirates,ARE,2021-04-14,9295462
United Arab Emirates,ARE,2021-04-15,9387344
United Arab Emirates,ARE,2021-04-16,9489684
United Arab Emirates,ARE,2021-04-17,9601463
United Arab Emirates,ARE,2021-04-18,9630200
United Arab Emirates,ARE,2021-04-19,9675205
United Arab Emirates,ARE,2021-04-21,9900002
United Arab Emirates,ARE,2021-04-22,10001241
United Arab Emirates,ARE,2021-04-23,10194266
United Arab Emirates,ARE,2021-04-25,10215846
United Arab Emirates,ARE,2021-04-26,10254053
United Arab Emirates,ARE,2021-04-27,10336214
United Arab Emirates,ARE,2021-04-28,10466251
United Arab Emirates,ARE,2021-04-29,10547584
United Arab Emirates,ARE,2021-05-01,10609950
United Arab Emirates,ARE,2021-05-02,10634693
United Arab Emirates,ARE,2021-05-03,10666924
United Arab Emirates,ARE,2021-05-04,10779163
United Arab Emirates,ARE,2021-05-05,10834453
United Arab Emirates,ARE,2021-05-06,10907264
United Arab Emirates,ARE,2021-05-07,11048547
United Arab Emirates,ARE,2021-05-08,11126889
United Arab Emirates,ARE,2021-05-09,11145934
United Arab Emirates,ARE,2021-05-10,11186348
United Arab Emirates,ARE,2021-05-11,11273344
United Arab Emirates,ARE,2021-05-12,11366954
United Arab Emirates,ARE,2021-05-13,11422565
United Arab Emirates,ARE,2021-05-14,11445680
United Arab Emirates,ARE,2021-05-15,11448363
United Arab Emirates,ARE,2021-05-16,11450769
United Arab Emirates,ARE,2021-05-17,11489475
United Arab Emirates,ARE,2021-05-18,11594068
United Arab Emirates,ARE,2021-05-19,11704191
United Arab Emirates,ARE,2021-05-20,11822054
United Arab Emirates,ARE,2021-05-21,12034349
United Arab Emirates,ARE,2021-05-23,12165848
United Arab Emirates,ARE,2021-05-25,12415548
United Arab Emirates,ARE,2021-05-26,12531970
United Arab Emirates,ARE,2021-05-28,12646025
United Arab Emirates,ARE,2021-05-29,12756630
United Arab Emirates,ARE,2021-05-30,12811422
United Arab Emirates,ARE,2021-05-31,12870553
United Arab Emirates,ARE,2021-06-01,12967716
United Arab Emirates,ARE,2021-06-02,13066261
United Arab Emirates,ARE,2021-06-03,13227344
United Arab Emirates,ARE,2021-06-05,13294010
United Arab Emirates,ARE,2021-06-06,13315751
United Arab Emirates,ARE,2021-06-07,13347300
United Arab Emirates,ARE,2021-06-09,13507943
United Arab Emirates,ARE,2021-06-10,13590206
United Arab Emirates,ARE,2021-06-11,13684429
United Arab Emirates,ARE,2021-06-12,13785663
United Arab Emirates,ARE,2021-06-13,13808426
United Arab Emirates,ARE,2021-06-14,13848062
United Arab Emirates,ARE,2021-06-15,13964439
United Arab Emirates,ARE,2021-06-16,14068507
United Arab Emirates,ARE,2021-06-17,14182020
United Arab Emirates,ARE,2021-06-18,14298438
United Arab Emirates,ARE,2021-06-19,14428916
United Arab Emirates,ARE,2021-06-20,14512626
United Arab Emirates,ARE,2021-06-21,14631482
United Arab Emirates,ARE,2021-06-23,14735666
United Arab Emirates,ARE,2021-06-24,14834355
United Arab Emirates,ARE,2021-06-25,14940031
United Arab Emirates,ARE,2021-06-26,15043227
United Arab Emirates,ARE,2021-06-27,15073743
United Arab Emirates,ARE,2021-06-28,15111234
United Arab Emirates,ARE,2021-06-29,15198661
United Arab Emirates,ARE,2021-06-30,15362342
United Arab Emirates,ARE,2021-07-02,15428281
United Arab Emirates,ARE,2021-07-03,15504238
United Arab Emirates,ARE,2021-07-04,15534207
United Arab Emirates,ARE,2021-07-05,15574641
United Arab Emirates,ARE,2021-07-06,15650988
United Arab Emirates,ARE,2021-07-07,15728415
United Arab Emirates,ARE,2021-07-08,15795853
United Arab Emirates,ARE,2021-07-09,15865306
United Arab Emirates,ARE,2021-07-10,15915717
United Arab Emirates,ARE,2021-07-11,15934124
United Arab Emirates,ARE,2021-07-12,15968660
United Arab Emirates,ARE,2021-07-13,16042491
United Arab Emirates,ARE,2021-07-14,16120004
United Arab Emirates,ARE,2021-07-15,16194526
United Arab Emirates,ARE,2021-07-16,16263585
United Arab Emirates,ARE,2021-07-18,16358244
United Arab Emirates,ARE,2021-07-19,16375149
United Arab Emirates,ARE,2021-07-20,16444844
United Arab Emirates,ARE,2021-07-25,16495917
United Arab Emirates,ARE,2021-07-26,16524169
United Arab Emirates,ARE,2021-07-27,16587478
United Arab Emirates,ARE,2021-07-28,16645208
United Arab Emirates,ARE,2021-07-29,16676766
United Arab Emirates,ARE,2021-07-31,16795717
United Arab Emirates,ARE,2021-08-01,16810996
United Arab Emirates,ARE,2021-08-02,16832021
United Arab Emirates,ARE,2021-08-03,16884412
United Arab Emirates,ARE,2021-08-04,16935702
United Arab Emirates,ARE,2021-08-05,16988539
United Arab Emirates,ARE,2021-08-06,17037618
United Arab Emirates,ARE,2021-08-07,17097354
United Arab Emirates,ARE,2021-08-08,17113003
United Arab Emirates,ARE,2021-08-09,17137750
United Arab Emirates,ARE,2021-08-10,17197497
United Arab Emirates,ARE,2021-08-11,17245815
United Arab Emirates,ARE,2021-08-12,17288318
United Arab Emirates,ARE,2021-08-13,17313163
United Arab Emirates,ARE,2021-08-15,17376128
United Arab Emirates,ARE,2021-08-16,17398458
United Arab Emirates,ARE,2021-08-17,17454250
United Arab Emirates,ARE,2021-08-18,17506683
United Arab Emirates,ARE,2021-08-19,17566410
United Arab Emirates,ARE,2021-08-20,17622541
United Arab Emirates,ARE,2021-08-21,17683483
United Arab Emirates,ARE,2021-08-24,17776853
United Arab Emirates,ARE,2021-08-25,17843063
United Arab Emirates,ARE,2021-08-26,17909062
United Arab Emirates,ARE,2021-08-28,17974190
United Arab Emirates,ARE,2021-08-29,18060832
United Arab Emirates,ARE,2021-08-30,18095160
United Arab Emirates,ARE,2021-08-31,18158991
United Arab Emirates,ARE,2021-09-01,18289168
United Arab Emirates,ARE,2021-09-03,18339225
United Arab Emirates,ARE,2021-09-04,18389144
United Arab Emirates,ARE,2021-09-06,18439345
United Arab Emirates,ARE,2021-09-07,18542213
United Arab Emirates,ARE,2021-09-09,18710538
United Arab Emirates,ARE,2021-09-10,18801148
United Arab Emirates,ARE,2021-09-11,18860966
United Arab Emirates,ARE,2021-09-12,18942543
United Arab Emirates,ARE,2021-09-13,18997951
United Arab Emirates,ARE,2021-09-14,19073549
United Arab Emirates,ARE,2021-09-15,19163754
United Arab Emirates,ARE,2021-09-16,19247164
United Arab Emirates,ARE,2021-09-17,19330107
United Arab Emirates,ARE,2021-09-18,19412656
United Arab Emirates,ARE,2021-09-19,19445872
United Arab Emirates,ARE,2021-09-20,19486569
United Arab Emirates,ARE,2021-09-21,19549263
United Arab Emirates,ARE,2021-09-22,19653364
United Arab Emirates,ARE,2021-09-23,19713423
United Arab Emirates,ARE,2021-09-24,19775346
United Arab Emirates,ARE,2021-09-25,19847232
United Arab Emirates,ARE,2021-09-27,19872799
United Arab Emirates,ARE,2021-09-28,19963359
United Arab Emirates,ARE,2021-09-29,20018034
United Arab Emirates,ARE,2021-09-30,20052399
United Arab Emirates,ARE,2021-10-01,20121481
United Arab Emirates,ARE,2021-10-03,20196549
United Arab Emirates,ARE,2021-10-04,20228472
United Arab Emirates,ARE,2021-10-05,20273265
United Arab Emirates,ARE,2021-10-06,20320419
United Arab Emirates,ARE,2021-10-07,20364737
United Arab Emirates,ARE,2021-10-08,20409126
United Arab Emirates,ARE,2021-10-09,20453897
United Arab Emirates,ARE,2021-10-10,20479211
United Arab Emirates,ARE,2021-10-13,20552839
United Arab Emirates,ARE,2021-10-14,20588026
United Arab Emirates,ARE,2021-10-15,20619734
United Arab Emirates,ARE,2021-10-16,20661005
United Arab Emirates,ARE,2021-10-17,20676621
United Arab Emirates,ARE,2021-10-18,20699820
United Arab Emirates,ARE,2021-10-19,20740855
United Arab Emirates,ARE,2021-10-20,20776261
United Arab Emirates,ARE,2021-10-21,20798877
United Arab Emirates,ARE,2021-10-23,20861737
United Arab Emirates,ARE,2021-10-24,20875213
United Arab Emirates,ARE,2021-10-25,20895739
United Arab Emirates,ARE,2021-10-26,20940231
United Arab Emirates,ARE,2021-10-27,20973866
United Arab Emirates,ARE,2021-10-28,21014342
United Arab Emirates,ARE,2021-10-29,21051277
United Arab Emirates,ARE,2021-10-30,21075235
United Arab Emirates,ARE,2021-10-31,21124819
United Arab Emirates,ARE,2021-11-01,21147481
United Arab Emirates,ARE,2021-11-02,21173972
United Arab Emirates,ARE,2021-11-03,21219066
United Arab Emirates,ARE,2021-11-04,21248655
United Arab Emirates,ARE,2021-11-05,21275030
United Arab Emirates,ARE,2021-11-06,21298068
United Arab Emirates,ARE,2021-11-07,21326489
United Arab Emirates,ARE,2021-11-08,21348200
United Arab Emirates,ARE,2021-11-09,21377226
United Arab Emirates,ARE,2021-11-10,21404200
United Arab Emirates,ARE,2021-11-11,21434487
United Arab Emirates,ARE,2021-11-12,21477305
United Arab Emirates,ARE,2021-11-15,21548528
United Kingdom,GBR,2021-01-10,2677971
United Kingdom,GBR,2021-01-11,2843815
United Kingdom,GBR,2021-01-12,3067541
United Kingdom,GBR,2021-01-13,3356229
United Kingdom,GBR,2021-01-14,3678180
United Kingdom,GBR,2021-01-15,4023705
United Kingdom,GBR,2021-01-16,4322456
United Kingdom,GBR,2021-01-17,4514802
United Kingdom,GBR,2021-01-18,4723443
United Kingdom,GBR,2021-01-19,5070365
United Kingdom,GBR,2021-01-20,5437284
United Kingdom,GBR,2021-01-21,5849899
United Kingdom,GBR,2021-01-22,6329968
United Kingdom,GBR,2021-01-23,6822981
United Kingdom,GBR,2021-01-24,7044048
United Kingdom,GBR,2021-01-25,7325773
United Kingdom,GBR,2021-01-26,7638543
United Kingdom,GBR,2021-01-27,7953250
United Kingdom,GBR,2021-01-28,8369438
United Kingdom,GBR,2021-01-29,8859372
United Kingdom,GBR,2021-01-30,9468382
United Kingdom,GBR,2021-01-31,9790576
United Kingdom,GBR,2021-02-01,10143511
United Kingdom,GBR,2021-02-02,10520433
United Kingdom,GBR,2021-02-03,10992444
United Kingdom,GBR,2021-02-04,11477040
United Kingdom,GBR,2021-02-05,11975267
United Kingdom,GBR,2021-02-06,12526737
